accessionId	version	lastUpdated	created	lastUpdatedBy	createdBy	title	dateExpression	dateBegin	dateEnd	bulkDateBegin	bulkDateEnd	extentNumber	containerSummary	extentType	displayCreator	displayRepository	displaySource	restrictionsApply	accessionNumber1	accessionNumber2	accessionNumber3	accessionNumber4	accessionDate	resourceType	description	inventory	conditionNote	acquisitionType	acknowledgementDate	agreementSentDate	agreementReceivedDate	processingPlan	accessionProcessedDate	accessionDispositionNote	retentionRule	cataloged	rightsTransferred	catalogedNote	accessRestrictionsNote	useRestrictionsNote	generalAccessionNote	processingPriority	processors	processingStatus	acknowledgementSent	agreementSent	agreementReceived	accessionProcessed	accessRestrictions	useRestrictions	catalogedDate	rightsTransferredDate	processingStartedDate	rightsTransferredNote	userDefinedDate1	userDefinedDate2	userDefinedBoolean1	userDefinedBoolean2	userDefinedInteger1	userDefinedInteger2	userDefinedReal1	userDefinedReal2	userDefinedString1	userDefinedString2	userDefinedString3	userDefinedText1	userDefinedText2	userDefinedText3	userDefinedText4	repositoryId
1791	4	2017-10-30 11:45:12.777	2017-02-01 15:57:20.963	mjkruse	mjkruse	St. Augustine First Congregation of the Sons of Israel Collection		1933	2015	NULL	NULL	1.42	3 boxes and 4 oversize items	Linear feet		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0003			2017-01-28 00:00:00.000	Manuscripts - Judaica Collections	Documents form Congregation of First Sons of Israel and Hebrew Cemetery documentation.		Good condition, booklets, photocopies, newspaper clippings, CDs and DVDs, large-format maps	Gift	NULL	NULL	NULL		2017-02-01 00:00:00.000			1	0	Aleph: 034971771 | OCLC: 972332412 | 			Donated by |  | Simone Broudy Kilbourn | 502 Boating Club Road, St. Augustine, Fl 32084 | 			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-02-13 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1792	5	2017-10-30 11:44:40.240	2017-02-03 09:57:22.197	mjkruse	mjkruse	James David Glunt Collection		NULL	NULL	NULL	NULL	1		Linear feet		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0004			2017-02-03 00:00:00.000	Manuscripts - Florida History Collections				Gift	NULL	NULL	NULL		2017-02-02 00:00:00.000			1	0	Aleph: 30278791 | OCLC: 30616274			In 2016, Benton F. Murphy and his wife M. Pors-Murphy donated materials that doubled the size of the Glunt Collection. Murphy, who inherited the materials from his father, was Katherine Murphy Glunt's great nephew.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-02-10 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1793	4	2017-10-30 11:45:41.687	2017-02-06 13:21:40.487	mjkruse	mjkruse	Dominican War of Independence Collection	1844	NULL	NULL	NULL	NULL	0.01	1 folder (8 items)	Linear feet		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0005			2016-10-18 00:00:00.000	Manuscripts - Latin American and Caribbean Collections	An archive of seven Spanish manuscripts and one printed pamphlet by a Dominican rebel concerning the independence of the Dominican Republic from the nation of Haiti.			Purchase	NULL	NULL	NULL		2017-02-03 00:00:00.000			1	0	Aleph: 034971787 | OCLC: 972332678 | 			Purchased on October 18, 2016 from Kaaterskill books.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-02-13 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1794	4	2017-02-10 15:22:18.293	2017-02-10 08:57:03.777	mjkruse	mjkruse	Circular regarding trade relations between the United States and Cuba	1834	NULL	NULL	NULL	NULL	1		Volume	Francisco Tacon	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0006			2016-01-01 00:00:00.000	Manuscripts - Latin American and Caribbean Collections	Circular distributed by Envoy Francisco Tacon, brother to Cuba's controversial Governor, Miguel Tacon. The document urges vigilance of the comings and goings of American vessels in Cuba, discussing in particular the shipment of weapons, arms, and uniforms for the army headed to any port in Europe or America. He instructs them to keep a particular eye on the shipment of the vessel "Coyo." His circular closes by warning that any who withold information will be held responsible by the Spanish government, under order of the Queen. |  | This vigilance of the exportation of American goods in Cuba may be a result of an order passed by the United States in June of 1834 which addressed tariffs placed on Spanish vessels trading in America. Though the new fees were not to be enforced until the following March, it appears that Tacon is preemptively surveying the shipments of American vessels, possibly to negotiate better terms for Spain.		Circular is separated at center fold, small loss affecting one word of text.	Purchase	NULL	NULL	NULL		NULL			1	0	Aleph: 34645013			Purchased in 2016. | 				NULL	NULL	NULL	0	NULL	NULL	2017-02-10 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1795	2	2017-10-30 11:46:11.260	2017-02-17 14:45:10.983	mjkruse	mjkruse	W. H. Schulz Photograph Album	1918	NULL	NULL	NULL	NULL	1	11 pages; 55 photographs	Folder		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0007			2017-02-17 00:00:00.000	University Archives - Photograph Collection	This is a fragment of a photograph album created by W. H. Schulz during his time at the University of Florida. The photographs depict people, events, and buildings at the University of Florida as well as images of Cedar Key and houses and farms in unidentified areas. Of special interest are images of flag rush, a train derailment, ships at Cedar Key, and three photos of an alligator being baited and caught. 				NULL	NULL	NULL		2017-02-17 00:00:00.000			1	0	Aleph: 034975226 | OCLC: 973020775 | 			The collection came from the office of historian Samuel Proctor. The collection was given to him by Richard H. Schulz, M.D., Marianna,, Florida. (Letter dated November 30, 1987)			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-02-17 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1796	3	2017-10-30 11:48:53.007	2017-02-21 10:39:21.277	mjkruse	mjkruse	William Bauer Collection of Architectural Drawings Relating to Jacksonville	circa 1935-1950	NULL	NULL	NULL	NULL	0.16	1 box (81 drawings)	Linear feet		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0008			2017-02-21 00:00:00.000	Manuscripts - Architecture Archives Collections	Contains 81 architectural drawings created by four prominent Florida architects for the development firm Telfair Stockton & Co., Inc. in the late 1930s and other miscellaneous architectural drawings.				NULL	NULL	NULL		2017-02-21 00:00:00.000			1	0	Aleph: 035036929 | OCLC: 978297303 | 			The collection was donated to the University of Florida in December 2012 by William Bauer.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-03-23 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1797	3	2017-10-30 12:01:24.843	2017-03-01 09:00:54.480	mjkruse	mjkruse	Earl M. Starnes Papers	1960s-2000s	NULL	NULL	NULL	NULL	17	17 Boxes	Linear feet	Starnes, Earl M.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0009			2017-01-27 00:00:00.000	Manuscripts - Architecture Archives Collections	Starnes was a growth management/planning expert for the state and former faculty member here at UF. Most of the papers relate to planning, his work with the state, his work as an architect, and books/articles he wrote. 	Box | 1. | FL comprehensive planning, correspondence, notes, research, 1971-2000 | 2. | Comp planning (Cedar Key, Pennsylvania, urban transportation, etc.) | 3. | Research, comp planning, land use, 1974-1984 | 4. | Book mss, projects, 1976-2000 | 5. | Research, notes, photos, architectural firm, 1971-1979 | 6. | Research, conference papers | 7. | UF faculty papers – correspondence, conferences 1978-1996 | 8. | Comp planning 1973-1991 | 9. | Book mss, planning correspondence, etc. 2001-2009 | 10. | UF faculty correspondence, student papers | 11. | Committee work, research, notes 1986-1991 | 12. | State work, policy research, 1974-1978 | 13. | FL growth management, government work | 14. | Research, correspondence, notes, 1999-2006 | 15. | Comp planning, policies, 1975-1977 | 16. | Misc. papers, books, photos, 1960-1992 | 17. | FL greenbelt, greenways	Papers in records cartons, many in files but not much organization.	Gift	NULL	NULL	NULL		2017-06-27 00:00:00.000			1	0	Aleph: 035156714 | OCLC: 992974081 | 			Donated by Earl M. Starnes in 2016.	Medium		Processed	NULL	NULL	NULL	1	NULL	NULL	2017-07-06 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1798	0	2017-03-01 10:05:10.933	2017-03-01 10:05:10.933	mjkruse	mjkruse	Robert L. Neal Landscape Architecture Drawings	1950s-1979	NULL	NULL	NULL	NULL	13	13 rolled drawings	Items	Robert C. Smith ; Robert L. Neal	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0010			2016-09-27 00:00:00.000	Manuscripts - Architecture Archives Collections	Neal was a longtime Palm Beach landscape architect and his firm was Neal, Smith and Associates. After Neal’s death, Bob Smith preserved these drawings which represent some of the best work of Neal and the firm.			Gift	NULL	NULL	NULL		NULL			0	0								NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1799	4	2017-10-30 12:05:20.783	2017-03-08 11:45:55.077	mjkruse	mjkruse	Edith K. Wolk Playbill Collection		1938	2004	NULL	NULL	4.42	4 records containers and 1 document box (rehoused from their originally mailed boxes)	Linear feet		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Peter Wolk	0	2017	0011			2017-03-08 00:00:00.000	Manuscripts - Popular Culture Collections	34 numbered and dated binders containing playbills – approximately 550 titles.	See case file.	Playbills and programs are in good-excellent condition.	Gift	NULL	NULL	NULL	Playbills/programs are stored in ringed binders. Each item will be removed from existing binders and individually foldered and filed alphabetically by show title.	2017-09-01 00:00:00.000			1	0	Aleph: 35610629 | OCLC: 1006647682 | 			Donated by Andy and Peter Wolk on March 8, 2017. Collection named in honor of their late mother Edith K. Wolk.		Jim Liversidge	Processed	NULL	NULL	NULL	1	NULL	NULL	2017-10-18 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1800	5	2017-10-30 11:50:34.650	2017-03-08 12:56:04.973	mjkruse	mjkruse	Bruce and Stacey Goldring Collection		1923	2011	NULL	NULL	1	1 box	Linear feet	Goldring, Bruce ; Goldring, Stacey	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0012			2012-01-01 00:00:00.000	Manuscripts - Judaica Collections	Items illustrate Jewish life in Jacksonville, Florida. Family album, postcards, community newsletters, invitations, vinyl disks.			Gift	NULL	NULL	NULL		2017-03-23 00:00:00.000			1	0	Aleph: 035036934 | OCLC: 978298228 | 			Donated by Stacey and Bruce Goldring			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-03-23 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1801	2	2017-10-30 11:50:54.787	2017-03-10 15:41:12.057	mjkruse	mjkruse	Suzy Covey General Comic Book Collection		1948	2014	NULL	NULL	93	95 boxes; 14,677 comic books	Linear feet		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0013			2010-01-01 00:00:00.000	Manuscripts - Popular Culture Collections	The Suzy Covey General Comic Book Collection was dedicated in 2008 in memory of Suzy Covey, a respected UF librarian and comic history historian. Her scholarship examined intersections of comics, technology and sound, including internet studies and studies of the Comic Book Markup Language (a specialized XML for encoding the images, text, and sound effects depicted in comics). |  | The collection directly supports the Comic Studies Program offered by the Department of English at the University of Florida, but its holdings are open to all having an interest in the field. The collection, originally formed from the personal collections of Dr. Donald Ault (Emeritus English professor at the University of Florida) and Penny and Sol Davidson (R. Sol Davidson was awarded the very first PhD in comics from New York University in 1959), is a useful research collection for those interested in the history and development of sequential art formats, particularly in the United States and includes original and reprint comic books, strips, caricatures and related items. The collection holds items from every recognized "Age" of comics as well as every genre, including daily humor strips and political satire as well as superhero, funny animal, and underground comics.				NULL	NULL	NULL		2017-03-10 00:00:00.000			1	0	Aleph: 035036935 | OCLC: 978298354 | 			The foundation of the current collection originated with the transfer of comic book holdings from the Baldwin Children's Book Collection to the University of Florida Popular Culture Collections in 2010. The collection continues to grow with large and small donations from various donors, budget purchases and is supported annually by THE SUZY COVEY COMIC BOOK ENDOWMENT FUND.				NULL	NULL	NULL	1	NULL	NULL	2017-03-23 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1802	5	2017-10-30 11:51:48.150	2017-03-13 16:17:12.580	mjkruse	mjkruse	Harold Campbell Stansfield Photograph Album		1919	1924	NULL	NULL	0.25	308 images	Box	Stansfield, Harold Campbell	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0014			2017-03-13 00:00:00.000	University Archives - Photograph Collection	Harold Campbell Stansfield, Class of 1924, was listed as a student at the University of Florida from 1919 to 1924. He received his commission as a second lieutenant on May 29, 1923 and his bachelor’s in mechanical engineering in May, 1924. The student register lists his hometown as Bradenton.  A military draft record for 1917-1918 indicates he was born December 5, 1899.  |  | Consists of loose pages and fragments from a photograph album owned by student Harold Campbell Stansfield. The photographs appear to be from the late 1910s and early 1920s. Among the places that can be identified outside of Gainesville are Atlanta, Stone Mountain, Tampa and Miami. Many of the photographs were taken at Camp McClellan, later Fort McClellan, a military post outside Anniston, Alabama. It’s possible that Stansfield was being trained at Camp McClellan when World War I ended, but it is more likely that he was sent there as part of ROTC training at the University of Florida. Among the scenes depicted at UF are Warren’s Cave, dorm rooms, and flag rush. There are many photographs of trains, ships and cars. Of special note are images of players and managers from the Boston Braves and at least one of a New York Giants player. These may have been taken in 1919 when the Giants used Fleming Field as a spring training facility.  |  | The album is similar in content to that of Jackson Henson McDonald, who was a classmate of Stansfield.  | 			Gift	NULL	NULL	NULL		2017-03-13 00:00:00.000			1	0	Aleph: 978348223 | OCLC: 035037015			Provenance is unclear. The album was found with other materials collected by Samuel Proctor. A note found with the album indicates that the album may have come from Stansfield’s daughter.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-03-24 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1803	4	2017-10-30 11:52:17.900	2017-03-15 10:14:19.687	mjkruse	mjkruse	Leona Bramlett Tate Photograph Collection		1911	1912	NULL	NULL	1	13 images	Folder		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0015			2017-03-15 00:00:00.000	University Archives - Photograph Collection	Leona Bramlett [Tate] was the first nurse hired for the University of Florida’s infirmary. She assisted University Physician Edward Flint from 1911 to 1912. |  | The collection consists of 13 images. As Tate appears in several photographs, she could not have been the photographer for all of them. Some of the images appear elsewhere and were probably acquired by Tate. The images are photographic copies made from an album. Information on the backs of the prints refer to page numbers and locations on pages.  For ten of the images, there are both negatives and prints. For three, there are only negatives. These three are the same images that appear in Gator History, by Samuel Proctor, on page 81. Presumably, the prints were used for the book and were not returned from the publisher. A brief description of some of the photographs was found with the collection. Additional information can be gleaned from an oral history conducted with Tate in 1986, the same year that Gator History was published.  | 			Gift	NULL	NULL	NULL		2017-03-15 00:00:00.000			1	0	Aleph: 035037026 | OCLC: 978348572 | 			The collection was found in an envelope among materials donated by Samuel Proctor.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-03-24 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1804	2	2017-10-30 11:52:43.773	2017-03-15 14:21:16.357	mjkruse	mjkruse	Gainesville Modern Archive		1932	1958	NULL	NULL	4	1 box	Linear feet	Gainesville Modern, Inc..	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0016			2017-03-15 00:00:00.000	Manuscripts - Florida History Collections	Architectural drawings of significant Mid-Century Modern properties in Gainesville and Alachua County, Florida, which were collected and preserved by Gainesville Modern, Inc.			Gift	NULL	NULL	NULL		2017-03-15 00:00:00.000			1	0	Aleph: 035037037 | OCLC: 978348788 | 			All materials are donated by Gainesville Modern, Inc., in 2016. Additional acquisitions are expected. Sources for the drawings are identified in the descriptions when known.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-03-24 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1805	0	2017-03-17 13:46:53.763	2017-03-17 13:46:53.763	mjkruse	mjkruse	Papa Mfumu'Eto Papers		1987	2007	1990	2000	2	2 boxes and one oversize flat file	Linear feet	Jaspe Saphir Mfumu’eto	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0018			2017-03-17 00:00:00.000	Manuscripts - General Collections	Popular street artist’s comic book drawings, drafts, and production materials in Lingala and Kikongo languages. Mfumu'eto is one of Africa’s few street artists to make comics. This archive is a rich source for investigations from diverse perspectives: religious anthropology, linguistics and urban slangs, sorcery idioms, text-image use, and vernacular critique of postcolonial dictators. His work combines aspects of the Belgian-French BD genre with a post-1968 underground aesthetic. |  | Includes some issues of the artist’s (and others’) polycopied comic street zines, diary-like manuscript notes, and original works of art in ink on paper. Mfumu’eto produced over 200 zines under 115 separate titles, with 3-40 installments per series.			Purchase	NULL	NULL	NULL		NULL			0	0				Purchased from Jaspe-Sahir Mfumu'eto in 2017. |  | Materials will be focus of supervised international specialist panel of experts workshop March 30-31, 2017. Professor Nancy Hunt has partly processed and the panel will assist with description and interpretation.				NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1806	4	2017-10-30 11:54:34.547	2017-03-17 14:02:35.700	mjkruse	mjkruse	Moses Myers Papers		1796	1820	NULL	NULL	1	Folder containing 9 items	Folder	Myers, Moses	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0017			2017-03-17 00:00:00.000	Manuscripts - Judaica Collections	 The Moses Myers Papers consist of a handful of letters, shipping inventories, and a printed broadside relating to the early Jewish American merchant Moses Myers (1735-1835). Myers lived in Norfolk, VA, and his merchant business was involved in the Caribbean. His ships were also instrumental during the war of 1812. 		Manuscripts and one printed document	Purchase	NULL	NULL	NULL		2017-03-23 00:00:00.000			1	0	Aleph: 35089817 | OCLC: 983207251 | 			 The Moses Myers Papers consist of a handful of letters, shipping inventories, and a printed broadside relating to the early Jewish American merchant Moses Myers (1735-1835). Myers lived in Norfolk, VA, and his merchant business was involved in the Caribbean. His ships were also instrumental during the war of 1812. 				NULL	NULL	NULL	1	NULL	NULL	2017-04-20 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1807	3	2017-10-30 11:53:08.073	2017-03-21 08:17:52.373	mjkruse	mjkruse	Gordon Bigelow Papers		1960	1990	NULL	NULL	0.4	1 box	Linear feet	Bigelow, Gordon E.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0019			2017-03-20 00:00:00.000	Manuscripts - Literary Collections	The Gordon Bigelow Papers comprise a portion of the papers of this former University of Florida English Department professor. Materials pertain mostly to his research and publication activities around the Marjorie Kinnan Rawlings Collection, and assorted literary essays written while at UF.			Gift	NULL	NULL	NULL		2017-04-10 00:00:00.000			1	0	Aleph: 035089832 | OCLC: 983208072 | 			Donated by Lydia Bigelow.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-04-20 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1808	3	2017-04-03 16:30:09.070	2017-03-22 09:09:18.877	mjkruse	mjkruse	William V. Chappell, Jr. Congressional Papers	placeholder date	NULL	NULL	NULL	NULL	1	1 box	Linear feet		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0020			2017-03-22 00:00:00.000	Manuscripts - Political Collections				Gift	NULL	NULL	NULL		NULL			0	0								NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1809	0	2017-04-05 09:02:54.750	2017-04-05 09:02:54.750	mjkruse	mjkruse	Charles McBurney Papers	2000s	NULL	NULL	NULL	NULL	6	6 boxes	Linear feet	McBurney, Charles	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0021			2017-04-05 00:00:00.000	Manuscripts - Political Collections				Gift	NULL	NULL	NULL		NULL			0	0								NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1810	3	2017-10-30 11:54:07.183	2017-04-11 10:57:02.070	mjkruse	mjkruse	José Antonio Saco Letters	1837 December-September 1844	NULL	NULL	NULL	NULL	0.01	1 folder	Linear feet	Saco, Jose´ Antonio	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0022			2017-04-11 00:00:00.000	Manuscripts - Latin American and Caribbean Collections	Letters written by the Cuban intellectual José Antonio Saco accounting his abolitionist efforts during his residence in Europe.			Purchase	NULL	NULL	NULL		2017-04-10 00:00:00.000			1	0	Aleph: 35097602 | OCLC: 984690034 | 			The collection was purchased in 2016.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-04-27 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1811	4	2017-10-30 11:53:28.887	2017-04-11 12:47:33.603	mjkruse	mjkruse	The Eugene E. Grissom Collection	c. 1940-2009	NULL	NULL	NULL	NULL	12	13 boxes	Linear feet	Grissom, Eugene E.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0023			2017-04-11 00:00:00.000	Manuscripts - Popular Culture Collections	The collection (filed in archival folders) is housed in 13 archival boxes (8 flip-top/clam shell document cases and 5 Hollinger storage file boxes) including a single box (1) of biographical ephemera (photographs, documents, magazine and newspaper clippings, correspondence, etc.). Eugene E. Grissom’s collection of songbooks, discographies, promotional material and history pamphlets is stored (alphabetically) in three boxes (2, 3 and 4) and two boxes (5 and 6) of alphabetically listed newsletters/fanzines (International Trombone Association, Jack Teagarden Appreciation Society, The (Stan) Kenton Network, etc.) are also included. Eugene Grissom’s ephemeral resource material, used for his research activities as a founding member of the Frank Rosolino Memorial Scholarship for Jazz Trombone (International Trombone Association), co -founder of The Frank Rosolino Memorial Fund and for his many Frank Rosolino biographical publications (FOND MEMORIES OF FRANK ROSOLINO, etc.), is contained in Box 7. Professor Grissom used a hard copy of the epic 60 YEARS OF RECORDED JAZZ (created by Belgian musicologist Walter Bruyninckx) in support of his historical trombone research. The 8000 plus pages were stored in numbered cardboard sleeves by Professor Grissom. The pages have been removed from these acidic sleeves and foldered, according to Grissom’s numbering system, in boxes 8 through 13. The researcher will notice some alphabetized sections are out of sequence. According to Professor Grissom this is due to updates, corrections and supplements that were added as they arrived by mail.			Gift	NULL	NULL	NULL		2017-04-11 00:00:00.000			1	0	Aleph: 035096726 | OCLC: 984514519			Donated by University of Florida Professor Emeritus Eugene and Nancy Grissom in 2008.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-04-27 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1812	4	2017-10-30 11:24:21.460	2017-04-14 10:56:16.613	mjkruse	mjkruse	Raymond Gay-Crosier and Ben Stoltzfus Collection on Alain Robbe-Grillet		1978	1995	NULL	NULL	0.21	1 box containing five folders	Linear feet	Robbe-Grillet, Alain	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida	Stoltzfus, Ben	0	2017	0024			2017-04-14 00:00:00.000	Manuscripts - Literary Collections				Gift	NULL	NULL	NULL		2017-04-14 00:00:00.000			1	0	Aleph: 034146473 | OCLC: 945694002			Donated by Ben Stoltzfus in 2017.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-04-27 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1813	8	2017-10-30 12:02:32.697	2017-04-17 09:19:35.577	mjkruse	mjkruse	John A. H. Murphree Files Regarding the Virgil D. Hawkins Case	1956, 1978	NULL	NULL	NULL	NULL	0.01	2 folders	Linear feet	Murphree, John A. H.	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0025			2017-04-17 00:00:00.000	Manuscripts - Florida History Collections	Two case files belonging to Judge A. H. Murphree concerning the Hawkins v. Board of Control Case. No. 21.138. In 1949, at the age of 41, Virgil D. Hawkins applied for admission to the all-white law school at the University of Florida in Gainesville and was rejected because he was black. Mr. Hawkins challenged the state's segregated school system. In 1956, the United States Supreme Court ruled that he should be admitted to the school. |  | But the Florida Supreme Court invoked the doctrine of states' rights to deny him admission. The state's Board of Control then adopted rigid entrance requirements that made it impossible for Mr. Hawkins to enroll. |  | In 1976 the Florida Bar urged the Florida Supreme Court to allow Mr. Hawkins to take the state bar examination even though he had attended an unaccredited law school in Massachusetts 20 years earlier. The bar said he should be given special consideration because of his ill treatment while he was trying to enter law school in 1949. |  | In November 1976, the Florida Supreme Court ruled 7-0 that Mr. Hawkins should be allowed to practice law and waived a requirement that he first take the bar exam. 			Gift	NULL	NULL	NULL		2017-06-17 00:00:00.000			1	0	Aleph: 035156764 | OCLC: 992976530 | 			Donated to the University of Florida in 1989.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-07-11 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1814	4	2017-10-30 11:56:29.993	2017-04-27 09:14:05.180	mjkruse	mjkruse	Belknap Theatre Broadside Collection		1813	1911	NULL	NULL	10	1,184 broadsides	Folders		Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0026			1962-01-01 00:00:00.000	Manuscripts - Popular Culture Collections	The Belknap Theatre Broadside Collection forms part of the Belknap Collection for the Performing Arts. Originally founded as a dance archive, in 1953, the Belknap Collection has expanded through purchases and donations to include other areas of popular culture, including theatre, cinema, and music. This particular collection of broadsides was acquired during the tenure of Sara Yancey Belknap, purchased from the John and Mable Ringling Museum of Art in 1962. |  | The collection contains 1,184 broadsides advertising theatrical performances in the United States and Great Britain. The broadsides are single sheets, and typically one sided. The bulk of the broadsides are from the 19th century, with very few from the early 20th century. They have been arranged roughly by size (small, medium, large and extra-large) and then filed alphabetically, by the title of the most prominent production on each broadside, within 10 folders. The final folder in the collection includes extra-large items, as well as broadsides that were found later in the organizational process that could not be easily integrated with those already organized and labeled.  |  | Each individual broadside has a description. The description generally contains the title of the major production advertised, the measurements of the broadside, and the year of the performance, if noted. The name of the venue where the performance takes place and geographical information is included when it is evident. In many cases the broadsides were advertising whole programs that included multiple productions; the titles of these additional plays are often included in the description. Also included in the description are any performers who have been clearly marked as headlining in the respective performances.      | 			Purchase	NULL	NULL	NULL		2017-04-27 00:00:00.000			1	0	Aleph: 035135413 | OCLC: 988941973			Purchased from the John and Mable Ringling Museum of Art in Sarasota.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-06-05 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
1815	2	2017-10-30 11:56:57.937	2017-05-02 11:36:02.707	mjkruse	mjkruse	Elizabeth Ogren Rothra Papers		1967	1997	1972	1976	1		Box	Rothra, Elizabeth Ogren	Special and Area Studies Collections, George A. Smathers Libraries, University of Florida		0	2017	0027			2017-05-02 00:00:00.000	Manuscripts - Florida History Collections	The Elizabeth Ogren Rothra Papers contain materials related to the publication of Rothra’s books, On Preserving Tropical Florida and Florida’s Pioneer Naturalist: The Life of Charles Torrey Simpson.  The collection includes clippings about Rothra and reviews of her books; photocopies of research material on Simpson and Gifford; photographs that were included in Rothra’s two books; and Rothra’s correspondence with her publishers and research inquiries.  			Gift	NULL	NULL	NULL		2017-05-02 00:00:00.000			1	0	Aleph: 035135425 | OCLC: 988942973 | 			Elizabeth Ogren Rothra donated the collection to the Department of Special and Area Studies Collections in 2013.			Processed	NULL	NULL	NULL	1	NULL	NULL	2017-06-05 00:00:00.000	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL								1
